@RELATION training_BOOKKEEPER_4.0.0

@ATTRIBUTE numberRevision NUMERIC
@ATTRIBUTE locAdded NUMERIC
@ATTRIBUTE avgLocAdded NUMERIC
@ATTRIBUTE maxLocAdded NUMERIC
@ATTRIBUTE size NUMERIC
@ATTRIBUTE chgSetSize NUMERIC
@ATTRIBUTE avgChgSetSize NUMERIC
@ATTRIBUTE maxChgSetSize NUMERIC
@ATTRIBUTE authors NUMERIC
@ATTRIBUTE class {BUG,NO_BUG}

@DATA
1,514,514,514,514,36,36.0,35,1,NO_BUG
1,204,204,204,204,36,36.0,35,1,NO_BUG
1,144,144,144,144,36,36.0,35,1,NO_BUG
1,98,98,98,98,36,36.0,35,1,NO_BUG
2,106,53,61,105,63,31.5,43,1,NO_BUG
4,224,56,216,216,45,11.25,43,2,NO_BUG
4,397,99,377,377,45,11.25,43,2,NO_BUG
5,269,53,126,137,190,38.0,171,3,NO_BUG
4,280,70,249,271,186,46.5,171,3,NO_BUG
4,212,53,204,205,193,48.25,171,2,NO_BUG
9,1040,115,410,548,224,24.88889,171,3,NO_BUG
6,931,155,714,728,141,23.5,97,2,NO_BUG
2,53,26,50,50,181,90.5,171,2,NO_BUG
5,207,41,184,185,193,38.6,171,3,NO_BUG
3,66,22,61,61,184,61.333332,171,3,NO_BUG
8,210,26,167,157,220,27.5,171,3,NO_BUG
4,92,23,80,81,210,52.5,171,3,NO_BUG
3,133,44,83,84,193,64.333336,171,2,NO_BUG
12,1462,121,547,762,224,18.666666,171,3,NO_BUG
7,288,41,198,248,201,28.714285,171,3,NO_BUG
9,232,25,140,169,221,24.555555,171,3,NO_BUG
6,224,37,178,196,197,32.833332,171,3,NO_BUG
4,76,19,67,67,184,46.0,171,3,NO_BUG
4,182,45,138,165,196,49.0,171,3,NO_BUG
4,193,48,170,173,196,49.0,171,3,NO_BUG
6,127,21,101,103,190,31.666666,171,2,NO_BUG
1,78,78,78,78,28,28.0,27,1,NO_BUG
2,88,44,87,87,181,90.5,171,2,NO_BUG
2,86,43,85,85,181,90.5,171,2,NO_BUG
14,1246,89,545,1026,223,15.928572,171,3,NO_BUG
3,121,40,81,92,186,62.0,171,3,NO_BUG
4,195,48,168,180,181,45.25,171,2,NO_BUG
9,633,70,487,471,219,24.333334,171,3,NO_BUG
5,210,42,124,204,195,39.0,171,3,NO_BUG
7,621,88,536,551,218,31.142857,171,3,NO_BUG
5,168,33,133,149,205,41.0,171,3,NO_BUG
3,164,54,151,157,196,65.333336,171,3,NO_BUG
1,147,147,147,147,63,63.0,62,1,NO_BUG
4,235,58,137,137,349,87.25,281,2,NO_BUG
5,340,68,252,244,349,69.8,281,2,NO_BUG
